Targa,Scadenza,Data_pagamento,Primo_Avviso,Secondo_Avviso,Bollo,Mora,Interessi
"EZ040HS","10/31/40 00:00:00",,,,1,,
"EZ040HS","02/28/41 00:00:00",,,,1,,
"EZ040HS","06/30/41 00:00:00",,,,1,,
"EZ040HS","10/31/41 00:00:00",,,,1,,
"EZ040HS","02/28/42 00:00:00",,,,1,,
"EZ040HS","06/30/42 00:00:00",,,,1,,
"FA070ZS","12/31/25 00:00:00","01/20/26 00:00:00",,,1,,
"FA070ZS","04/30/26 00:00:00",,,,1,,
"FA070ZS","08/31/26 00:00:00",,,,1,,
"FA070ZS","12/31/26 00:00:00",,,,1,,
"FA070ZS","04/30/27 00:00:00",,,,1,,
"FA070ZS","08/31/27 00:00:00",,,,1,,
"FA070ZS","12/31/27 00:00:00",,,,1,,
"FA070ZS","04/30/28 00:00:00",,,,1,,
"FA070ZS","08/31/28 00:00:00",,,,1,,
"FA070ZS","12/31/28 00:00:00",,,,1,,
"FA070ZS","04/30/29 00:00:00",,,,1,,
"FA070ZS","08/31/29 00:00:00",,,,1,,
"FA070ZS","12/31/29 00:00:00",,,,1,,
"FA070ZS","04/30/30 00:00:00",,,,1,,
"FA070ZS","08/31/30 00:00:00",,,,1,,
"FA070ZS","12/31/30 00:00:00",,,,1,,
"FA070ZS","04/30/31 00:00:00",,,,1,,
"FA070ZS","08/31/31 00:00:00",,,,1,,
"FA070ZS","12/31/31 00:00:00",,,,1,,
"FA070ZS","04/30/32 00:00:00",,,,1,,
"FA070ZS","08/31/32 00:00:00",,,,1,,
"FA070ZS","12/31/32 00:00:00",,,,1,,
"FA070ZS","04/30/33 00:00:00",,,,1,,
"FA070ZS","08/31/33 00:00:00",,,,1,,
"FA070ZS","12/31/33 00:00:00",,,,1,,
"FA070ZS","04/30/34 00:00:00",,,,1,,
"FA070ZS","08/31/34 00:00:00",,,,1,,
"FA070ZS","12/31/34 00:00:00",,,,1,,
"FA070ZS","04/30/35 00:00:00",,,,1,,
"FA070ZS","08/31/35 00:00:00",,,,1,,
"FA070ZS","12/31/35 00:00:00",,,,1,,
"FA070ZS","04/30/36 00:00:00",,,,1,,
"FA070ZS","08/31/36 00:00:00",,,,1,,
"FA070ZS","12/31/36 00:00:00",,,,1,,
"FA070ZS","04/30/37 00:00:00",,,,1,,
"FA070ZS","08/31/37 00:00:00",,,,1,,
"FA070ZS","12/31/37 00:00:00",,,,1,,
"FA070ZS","04/30/38 00:00:00",,,,1,,
"FA070ZS","08/31/38 00:00:00",,,,1,,
"FA070ZS","12/31/38 00:00:00",,,,1,,
"FA070ZS","04/30/39 00:00:00",,,,1,,
"FA070ZS","08/31/39 00:00:00",,,,1,,
"FA070ZS","12/31/39 00:00:00",,,,1,,
"FA070ZS","04/30/40 00:00:00",,,,1,,
"FA070ZS","08/31/40 00:00:00",,,,1,,
"FA070ZS","12/31/40 00:00:00",,,,1,,
"FD676PD","04/30/26 00:00:00",,,,1,,
"FD676PD","04/30/27 00:00:00",,,,1,,
"FD676PD","04/30/28 00:00:00",,,,1,,
"FD676PD","04/30/29 00:00:00",,,,1,,
"FD676PD","04/30/30 00:00:00",,,,1,,
"FD676PD","04/30/31 00:00:00",,,,1,,
"FD676PD","04/30/32 00:00:00",,,,1,,
"FD676PD","04/30/33 00:00:00",,,,1,,
"FD676PD","04/30/34 00:00:00",,,,1,,
"FD676PD","04/30/35 00:00:00",,,,1,,
"FD676PD","04/30/36 00:00:00",,,,1,,
"FD676PD","04/30/37 00:00:00",,,,1,,
"FD676PD","04/30/38 00:00:00",,,,1,,
"FD676PD","04/30/39 00:00:00",,,,1,,
"FD676PD","04/30/40 00:00:00",,,,1,,
"FD676PD","04/30/41 00:00:00",,,,1,,
"FD676PD","04/30/42 00:00:00",,,,1,,
"FD676PD","04/30/43 00:00:00",,,,1,,
"FD676PD","04/30/44 00:00:00",,,,1,,
"FD676PD","04/30/45 00:00:00",,,,1,,
"FD676PD","04/30/46 00:00:00",,,,1,,
"FD676PD","04/30/47 00:00:00",,,,1,,
"FD676PD","04/30/48 00:00:00",,,,1,,
"FD676PD","04/30/49 00:00:00",,,,1,,
"FD676PD","04/30/50 00:00:00",,,,1,,
"FD676PD","04/30/51 00:00:00",,,,1,,
"FD676PD","04/30/52 00:00:00",,,,1,,
"FD676PD","04/30/53 00:00:00",,,,1,,
"FD676PD","04/30/54 00:00:00",,,,1,,
"FD676PD","04/30/55 00:00:00",,,,1,,
"FD676PD","04/30/56 00:00:00",,,,1,,
"FD676PD","04/30/57 00:00:00",,,,1,,
"FD676PD","04/30/58 00:00:00",,,,1,,
"FD676PD","04/30/59 00:00:00",,,,1,,
"FD676PD","04/30/60 00:00:00",,,,1,,
"FD676PD","04/30/61 00:00:00",,,,1,,
"FD676PD","04/30/62 00:00:00",,,,1,,
"FD676PD","04/30/63 00:00:00",,,,1,,
"FD676PD","04/30/64 00:00:00",,,,1,,
"FD676PD","04/30/65 00:00:00",,,,1,,
"FD676PD","04/30/66 00:00:00",,,,1,,
"FD676PD","04/30/67 00:00:00",,,,1,,
"FD676PD","04/30/68 00:00:00",,,,1,,
"FD676PD","04/30/69 00:00:00",,,,1,,
"FD676PD","04/30/70 00:00:00",,,,1,,
"FD676PD","04/30/71 00:00:00",,,,1,,
"FD676PD","04/30/72 00:00:00",,,,1,,
"FD676PD","04/30/73 00:00:00",,,,1,,
"FD676PD","04/30/74 00:00:00",,,,1,,
"FD676PD","04/30/75 00:00:00",,,,1,,
"FD676PD","04/30/76 00:00:00",,,,1,,
"FK939VM","08/31/26 00:00:00",,,,1,,
"FK939VM","08/31/27 00:00:00",,,,1,,
"FK939VM","08/31/28 00:00:00",,,,1,,
"FK939VM","08/31/29 00:00:00",,,,1,,
"FK939VM","08/31/30 00:00:00",,,,1,,
"GK981VW","11/30/23 00:00:00","01/31/24 00:00:00",,,1,,
"GK981VW","11/30/24 00:00:00","12/17/24 00:00:00",,,1,,
"GK981VW","11/30/25 00:00:00","01/16/26 00:00:00",,,1,,
"GK981VW","11/30/26 00:00:00",,,,1,,
"GK981VW","11/30/27 00:00:00",,,,1,,
"GK981VW","11/30/28 00:00:00",,,,1,,
"GK981VW","11/30/29 00:00:00",,,,1,,
"GK981VW","11/30/30 00:00:00",,,,1,,
"GK981VW","11/30/31 00:00:00",,,,1,,
"GK981VW","11/30/32 00:00:00",,,,1,,
"GK981VW","11/30/33 00:00:00",,,,1,,
"GK981VW","11/30/34 00:00:00",,,,1,,
"GK981VW","11/30/35 00:00:00",,,,1,,
"GK981VW","11/30/36 00:00:00",,,,1,,
"GK981VW","11/30/37 00:00:00",,,,1,,
"GK981VW","11/30/38 00:00:00",,,,1,,
"GK981VW","11/30/39 00:00:00",,,,1,,
"GK981VW","11/30/40 00:00:00",,,,1,,
"GK981VW","11/30/41 00:00:00",,,,1,,
"GK981VW","11/30/42 00:00:00",,,,1,,
"GK981VW","11/30/43 00:00:00",,,,1,,
"GK981VW","11/30/44 00:00:00",,,,1,,
"GK981VW","11/30/45 00:00:00",,,,1,,
"GK981VW","11/30/46 00:00:00",,,,1,,
"GK981VW","11/30/47 00:00:00",,,,1,,
"GK981VW","11/30/48 00:00:00",,,,1,,
"GK981VW","11/30/49 00:00:00",,,,1,,
"GK981VW","11/30/50 00:00:00",,,,1,,
"GK981VW","11/30/51 00:00:00",,,,1,,
"GK981VW","11/30/52 00:00:00",,,,1,,
"GK981VW","11/30/53 00:00:00",,,,1,,
"GK981VW","11/30/54 00:00:00",,,,1,,
"GK981VW","11/30/55 00:00:00",,,,1,,
"GK981VW","11/30/56 00:00:00",,,,1,,
"GK981VW","11/30/57 00:00:00",,,,1,,
"GK981VW","11/30/58 00:00:00",,,,1,,
"GK981VW","11/30/59 00:00:00",,,,1,,
"GK981VW","11/30/60 00:00:00",,,,1,,
"GK981VW","11/30/61 00:00:00",,,,1,,
"GK981VW","11/30/62 00:00:00",,,,1,,
"GK981VW","11/30/63 00:00:00",,,,1,,
"GK981VW","11/30/64 00:00:00",,,,1,,
"GK981VW","11/30/65 00:00:00",,,,1,,
"GK981VW","11/30/66 00:00:00",,,,1,,
"GK981VW","11/30/67 00:00:00",,,,1,,
"GK981VW","11/30/68 00:00:00",,,,1,,
"GK981VW","11/30/69 00:00:00",,,,1,,
"GK981VW","11/30/70 00:00:00",,,,1,,
"GK981VW","11/30/71 00:00:00",,,,1,,
"GK981VW","11/30/72 00:00:00",,,,1,,
"GK981VW","11/30/73 00:00:00",,,,1,,
"GL540HF","11/30/23 00:00:00","01/31/24 00:00:00",,,1,,
"GL540HF","11/30/24 00:00:00","12/17/24 00:00:00",,,1,,
"GL540HF","11/30/25 00:00:00","01/16/26 00:00:00",,,1,,
"GY096MH","11/30/28 00:00:00",,,,1,,
"GY096MH","03/31/29 00:00:00",,,,1,,
"GM453AS","10/31/25 00:00:00","11/24/25 00:00:00",,,1,,
"GM453AS","02/28/26 00:00:00",,,,1,,
"GM453AS","06/30/26 00:00:00",,,,1,,
"GM453AS","10/31/26 00:00:00",,,,1,,
"GM453AS","02/28/27 00:00:00",,,,1,,
"GM453AS","06/30/27 00:00:00",,,,1,,
"GM453AS","10/31/27 00:00:00",,,,1,,
"GM453AS","02/29/28 00:00:00",,,,1,,
"GM453AS","06/30/28 00:00:00",,,,1,,
"GM453AS","10/31/28 00:00:00",,,,1,,
"GM453AS","02/28/29 00:00:00",,,,1,,
"GM453AS","06/30/29 00:00:00",,,,1,,
"GM453AS","10/31/29 00:00:00",,,,1,,
"GM453AS","02/28/30 00:00:00",,,,1,,
"GM453AS","06/30/30 00:00:00",,,,1,,
"GM453AS","10/31/30 00:00:00",,,,1,,
"GM453AS","02/28/31 00:00:00",,,,1,,
"GM453AS","06/30/31 00:00:00",,,,1,,
"GM453AS","10/31/31 00:00:00",,,,1,,
"GM453AS","02/29/32 00:00:00",,,,1,,
"GM453AS","06/30/32 00:00:00",,,,1,,
"GM453AS","10/31/32 00:00:00",,,,1,,
"GM453AS","02/28/33 00:00:00",,,,1,,
"GM453AS","06/30/33 00:00:00",,,,1,,
"GM453AS","10/31/33 00:00:00",,,,1,,
"GM453AS","02/28/34 00:00:00",,,,1,,
"GM453AS","06/30/34 00:00:00",,,,1,,
"GM453AS","10/31/34 00:00:00",,,,1,,
"GM453AS","02/28/35 00:00:00",,,,1,,
"GM453AS","06/30/35 00:00:00",,,,1,,
"GM453AS","10/31/35 00:00:00",,,,1,,
"GM453AS","02/29/36 00:00:00",,,,1,,
"GM453AS","06/30/36 00:00:00",,,,1,,
"GM453AS","10/31/36 00:00:00",,,,1,,
"GM453AS","02/28/37 00:00:00",,,,1,,
"GM453AS","06/30/37 00:00:00",,,,1,,
"GM453AS","10/31/37 00:00:00",,,,1,,
"GM453AS","02/28/38 00:00:00",,,,1,,
"GM453AS","06/30/38 00:00:00",,,,1,,
"GM453AS","10/31/38 00:00:00",,,,1,,
"GM453AS","02/28/39 00:00:00",,,,1,,
"GM453AS","06/30/39 00:00:00",,,,1,,
"GM453AS","10/31/39 00:00:00",,,,1,,
"GM454AS","02/28/23 00:00:00","03/30/23 00:00:00",,,1,,
"GM454AS","06/30/23 00:00:00","07/28/23 00:00:00",,,1,,
"GM454AS","10/31/23 00:00:00","11/28/23 00:00:00",,,1,,
"GM454AS","02/29/24 00:00:00","03/27/24 00:00:00",,,1,,
"GM454AS","06/30/24 00:00:00","07/31/24 00:00:00",,,1,,
"GM454AS","10/31/24 00:00:00","11/28/24 00:00:00",,,1,,
"GM454AS","02/28/25 00:00:00","03/28/25 00:00:00",,,1,,
"GM454AS","06/30/25 00:00:00","07/22/25 00:00:00",,,1,,
"GM454AS","10/31/25 00:00:00","11/24/25 00:00:00",,,1,,
"GM454AS","02/28/26 00:00:00",,,,1,,
"GM454AS","06/30/26 00:00:00",,,,1,,
"GM454AS","10/31/26 00:00:00",,,,1,,
"GM454AS","02/28/27 00:00:00",,,,1,,
"GM454AS","06/30/27 00:00:00",,,,1,,
"GM454AS","10/31/27 00:00:00",,,,1,,
"GM454AS","02/29/28 00:00:00",,,,1,,
"GM454AS","06/30/28 00:00:00",,,,1,,
"GM454AS","10/31/28 00:00:00",,,,1,,
"GM454AS","02/28/29 00:00:00",,,,1,,
"GM454AS","06/30/29 00:00:00",,,,1,,
"GM454AS","10/31/29 00:00:00",,,,1,,
"GM454AS","02/28/30 00:00:00",,,,1,,
"GM454AS","06/30/30 00:00:00",,,,1,,
"GM454AS","10/31/30 00:00:00",,,,1,,
"GM454AS","02/28/31 00:00:00",,,,1,,
"GM454AS","06/30/31 00:00:00",,,,1,,
"GM454AS","10/31/31 00:00:00",,,,1,,
"GM454AS","02/29/32 00:00:00",,,,1,,
"GM454AS","06/30/32 00:00:00",,,,1,,
"GM454AS","10/31/32 00:00:00",,,,1,,
"GM454AS","02/28/33 00:00:00",,,,1,,
"GM454AS","06/30/33 00:00:00",,,,1,,
"GM454AS","10/31/33 00:00:00",,,,1,,
"GM454AS","02/28/34 00:00:00",,,,1,,
"GM454AS","06/30/34 00:00:00",,,,1,,
"GM454AS","10/31/34 00:00:00",,,,1,,
"GM454AS","02/28/35 00:00:00",,,,1,,
"GM454AS","06/30/35 00:00:00",,,,1,,
"GM454AS","10/31/35 00:00:00",,,,1,,
"GM454AS","02/29/36 00:00:00",,,,1,,
"GM454AS","06/30/36 00:00:00",,,,1,,
"GM454AS","10/31/36 00:00:00",,,,1,,
"GM454AS","02/28/37 00:00:00",,,,1,,
"GM454AS","06/30/37 00:00:00",,,,1,,
"GM454AS","10/31/37 00:00:00",,,,1,,
"GM454AS","02/28/38 00:00:00",,,,1,,
"GM454AS","06/30/38 00:00:00",,,,1,,
"GM454AS","10/31/38 00:00:00",,,,1,,
"GM454AS","02/28/39 00:00:00",,,,1,,
"GM454AS","06/30/39 00:00:00",,,,1,,
"GM454AS","10/31/39 00:00:00",,,,1,,
"GM455AS","02/28/23 00:00:00","03/30/23 00:00:00",,,1,,
"GM455AS","06/30/23 00:00:00","07/28/23 00:00:00",,,1,,
"GM455AS","10/31/23 00:00:00","11/28/23 00:00:00",,,1,,
"GM455AS","02/29/24 00:00:00","03/27/24 00:00:00",,,1,,
"GM455AS","06/30/24 00:00:00","07/31/24 00:00:00",,,1,,
"GM455AS","10/31/24 00:00:00","11/28/24 00:00:00",,,1,,
"GM455AS","02/28/25 00:00:00","03/28/25 00:00:00",,,1,,
"GM455AS","06/30/25 00:00:00","07/22/25 00:00:00",,,1,,
"GM455AS","10/31/25 00:00:00","11/24/25 00:00:00",,,1,,
"GM455AS","02/28/26 00:00:00",,,,1,,
"GM455AS","06/30/26 00:00:00",,,,1,,
"GM455AS","10/31/26 00:00:00",,,,1,,
"GM455AS","02/28/27 00:00:00",,,,1,,
"GM455AS","06/30/27 00:00:00",,,,1,,
"GM455AS","10/31/27 00:00:00",,,,1,,
"GM455AS","02/29/28 00:00:00",,,,1,,
"GM455AS","06/30/28 00:00:00",,,,1,,
"GM455AS","10/31/28 00:00:00",,,,1,,
"GM455AS","02/28/29 00:00:00",,,,1,,
"GM455AS","06/30/29 00:00:00",,,,1,,
"GM455AS","10/31/29 00:00:00",,,,1,,
"GM455AS","02/28/30 00:00:00",,,,1,,
"GM455AS","06/30/30 00:00:00",,,,1,,
"GM455AS","10/31/30 00:00:00",,,,1,,
"GM455AS","02/28/31 00:00:00",,,,1,,
"GM455AS","06/30/31 00:00:00",,,,1,,
"GM455AS","10/31/31 00:00:00",,,,1,,
"GM455AS","02/29/32 00:00:00",,,,1,,
"GM455AS","06/30/32 00:00:00",,,,1,,
"GM455AS","10/31/32 00:00:00",,,,1,,
"GM455AS","02/28/33 00:00:00",,,,1,,
"GM455AS","06/30/33 00:00:00",,,,1,,
"GM455AS","10/31/33 00:00:00",,,,1,,
"GM455AS","02/28/34 00:00:00",,,,1,,
"GM455AS","06/30/34 00:00:00",,,,1,,
"GM455AS","10/31/34 00:00:00",,,,1,,
"GM455AS","02/28/35 00:00:00",,,,1,,
"GM455AS","06/30/35 00:00:00",,,,1,,
"GM455AS","10/31/35 00:00:00",,,,1,,
"GM455AS","02/29/36 00:00:00",,,,1,,
"GM455AS","06/30/36 00:00:00",,,,1,,
"GM455AS","10/31/36 00:00:00",,,,1,,
"GM455AS","02/28/37 00:00:00",,,,1,,
"GM455AS","06/30/37 00:00:00",,,,1,,
"GM455AS","10/31/37 00:00:00",,,,1,,
"GM455AS","02/28/38 00:00:00",,,,1,,
"GM455AS","06/30/38 00:00:00",,,,1,,
"GM455AS","10/31/38 00:00:00",,,,1,,
"GM455AS","02/28/39 00:00:00",,,,1,,
"GM455AS","06/30/39 00:00:00",,,,1,,
"GM455AS","10/31/39 00:00:00",,,,1,,
"GM852AR","02/28/23 00:00:00","04/14/23 00:00:00",,,1,,
"GM852AR","06/30/23 00:00:00","07/12/23 00:00:00",,,1,,
"GM852AR","10/31/23 00:00:00","11/14/23 00:00:00",,,1,,
"GM852AR","02/29/24 00:00:00","03/12/24 00:00:00",,,1,,
"GM852AR","06/30/24 00:00:00","07/12/24 00:00:00",,,1,,
"GM852AR","10/31/24 00:00:00","11/14/24 00:00:00",,,1,,
"GM852AR","02/28/25 00:00:00","03/19/25 00:00:00",,,1,,
"GM852AR","06/30/25 00:00:00","07/03/25 00:00:00",,,1,,
"GM852AR","10/31/25 00:00:00","11/11/25 00:00:00",,,1,,
"GM852AR","02/28/26 00:00:00",,,,1,,
"GM852AR","06/30/26 00:00:00",,,,1,,
"GM852AR","10/31/26 00:00:00",,,,1,,
"GM852AR","02/28/27 00:00:00",,,,1,,
"GM852AR","06/30/27 00:00:00",,,,1,,
"GM852AR","10/31/27 00:00:00",,,,1,,
"GM852AR","02/29/28 00:00:00",,,,1,,
"GM852AR","06/30/28 00:00:00",,,,1,,
"GM852AR","10/31/28 00:00:00",,,,1,,
"GM852AR","02/28/29 00:00:00",,,,1,,
"GM852AR","06/30/29 00:00:00",,,,1,,
"GM852AR","10/31/29 00:00:00",,,,1,,
"GM852AR","02/28/30 00:00:00",,,,1,,
"GM852AR","06/30/30 00:00:00",,,,1,,
"GM852AR","10/31/30 00:00:00",,,,1,,
"GM852AR","02/28/31 00:00:00",,,,1,,
"GM852AR","06/30/31 00:00:00",,,,1,,
"GM852AR","10/31/31 00:00:00",,,,1,,
"GM852AR","02/29/32 00:00:00",,,,1,,
"GM852AR","06/30/32 00:00:00",,,,1,,
"GM852AR","10/31/32 00:00:00",,,,1,,
"GM852AR","02/28/33 00:00:00",,,,1,,
"GM852AR","06/30/33 00:00:00",,,,1,,
"GM852AR","10/31/33 00:00:00",,,,1,,
"GM852AR","02/28/34 00:00:00",,,,1,,
"GM852AR","06/30/34 00:00:00",,,,1,,
"GM852AR","10/31/34 00:00:00",,,,1,,
"GM852AR","02/28/35 00:00:00",,,,1,,
"GM852AR","06/30/35 00:00:00",,,,1,,
"GM852AR","10/31/35 00:00:00",,,,1,,
"GM852AR","02/29/36 00:00:00",,,,1,,
"GM852AR","06/30/36 00:00:00",,,,1,,
"GM852AR","10/31/36 00:00:00",,,,1,,
"GM852AR","02/28/37 00:00:00",,,,1,,
"GM852AR","06/30/37 00:00:00",,,,1,,
"GM852AR","10/31/37 00:00:00",,,,1,,
"GM852AR","02/28/38 00:00:00",,,,1,,
"GM852AR","06/30/38 00:00:00",,,,1,,
"GM852AR","10/31/38 00:00:00",,,,1,,
"GM852AR","02/28/39 00:00:00",,,,1,,
"GM852AR","06/30/39 00:00:00",,,,1,,
"GM852AR","10/31/39 00:00:00",,,,1,,
"GM472AS","02/28/23 00:00:00","03/21/23 00:00:00",,,1,,
"GM472AS","02/29/24 00:00:00","03/18/24 00:00:00",,,1,,
"GM472AS","02/28/25 00:00:00","03/10/25 00:00:00",,,1,,
"GM472AS","02/28/26 00:00:00",,,,1,,
"GM472AS","02/28/27 00:00:00",,,,1,,
"GM472AS","02/29/28 00:00:00",,,,1,,
"GM472AS","02/28/29 00:00:00",,,,1,,
"GM472AS","02/28/30 00:00:00",,,,1,,
"GM472AS","02/28/31 00:00:00",,,,1,,
"GM472AS","02/29/32 00:00:00",,,,1,,
"GM472AS","02/28/33 00:00:00",,,,1,,
"GM472AS","02/28/34 00:00:00",,,,1,,
"GM472AS","02/28/35 00:00:00",,,,1,,
"GM472AS","02/29/36 00:00:00",,,,1,,
"GM472AS","02/28/37 00:00:00",,,,1,,
"GM472AS","02/28/38 00:00:00",,,,1,,
"GM472AS","02/28/39 00:00:00",,,,1,,
"GM472AS","02/29/40 00:00:00",,,,1,,
"GM472AS","02/28/41 00:00:00",,,,1,,
"GM472AS","02/28/42 00:00:00",,,,1,,
"GM472AS","02/28/43 00:00:00",,,,1,,
"GM472AS","02/29/44 00:00:00",,,,1,,
"GM472AS","02/28/45 00:00:00",,,,1,,
"GM472AS","02/28/46 00:00:00",,,,1,,
"GM472AS","02/28/47 00:00:00",,,,1,,
"GM472AS","02/29/48 00:00:00",,,,1,,
"GM472AS","02/28/49 00:00:00",,,,1,,
"GM472AS","02/28/50 00:00:00",,,,1,,
"GL540HF","11/30/26 00:00:00",,,,1,,
"GL540HF","11/30/27 00:00:00",,,,1,,
"GL540HF","11/30/28 00:00:00",,,,1,,
"GL540HF","11/30/29 00:00:00",,,,1,,
"GL540HF","11/30/30 00:00:00",,,,1,,
"GL540HF","11/30/31 00:00:00",,,,1,,
"GL540HF","11/30/32 00:00:00",,,,1,,
"GL540HF","11/30/33 00:00:00",,,,1,,
"GL540HF","11/30/34 00:00:00",,,,1,,
"GL540HF","11/30/35 00:00:00",,,,1,,
"GL540HF","11/30/36 00:00:00",,,,1,,
"GL540HF","11/30/37 00:00:00",,,,1,,
"GL540HF","11/30/38 00:00:00",,,,1,,
"GL540HF","11/30/39 00:00:00",,,,1,,
"GL540HF","11/30/40 00:00:00",,,,1,,
"GL540HF","11/30/41 00:00:00",,,,1,,
"GL540HF","11/30/42 00:00:00",,,,1,,
"GL540HF","11/30/43 00:00:00",,,,1,,
"GL540HF","11/30/44 00:00:00",,,,1,,
"GL540HF","11/30/45 00:00:00",,,,1,,
"GL540HF","11/30/46 00:00:00",,,,1,,
"GL540HF","11/30/47 00:00:00",,,,1,,
"GL540HF","11/30/48 00:00:00",,,,1,,
"GL540HF","11/30/49 00:00:00",,,,1,,
"GL540HF","11/30/50 00:00:00",,,,1,,
"GL540HF","11/30/51 00:00:00",,,,1,,
"GL540HF","11/30/52 00:00:00",,,,1,,
"GL540HF","11/30/53 00:00:00",,,,1,,
"GL540HF","11/30/54 00:00:00",,,,1,,
"GL540HF","11/30/55 00:00:00",,,,1,,
"GL540HF","11/30/56 00:00:00",,,,1,,
"GL540HF","11/30/57 00:00:00",,,,1,,
"GL540HF","11/30/58 00:00:00",,,,1,,
"GL540HF","11/30/59 00:00:00",,,,1,,
"GL540HF","11/30/60 00:00:00",,,,1,,
"GL540HF","11/30/61 00:00:00",,,,1,,
"GL540HF","11/30/62 00:00:00",,,,1,,
"GL540HF","11/30/63 00:00:00",,,,1,,
"GL540HF","11/30/64 00:00:00",,,,1,,
"GL540HF","11/30/65 00:00:00",,,,1,,
"GL540HF","11/30/66 00:00:00",,,,1,,
"GL540HF","11/30/67 00:00:00",,,,1,,
"GL540HF","11/30/68 00:00:00",,,,1,,
"GL540HF","11/30/69 00:00:00",,,,1,,
"GL540HF","11/30/70 00:00:00",,,,1,,
"GL540HF","11/30/71 00:00:00",,,,1,,
"GL540HF","11/30/72 00:00:00",,,,1,,
"GL540HF","11/30/73 00:00:00",,,,1,,
"GM453AS","02/28/23 00:00:00","03/30/23 00:00:00",,,1,,
"GM453AS","06/30/23 00:00:00","07/28/23 00:00:00",,,1,,
"GM453AS","10/31/23 00:00:00","11/28/23 00:00:00",,,1,,
"GM453AS","02/29/24 00:00:00","03/27/24 00:00:00",,,1,,
"GM453AS","06/30/24 00:00:00","07/31/24 00:00:00",,,1,,
"GM453AS","10/31/24 00:00:00","11/28/24 00:00:00",,,1,,
"GM453AS","02/28/25 00:00:00","03/28/25 00:00:00",,,1,,
"GM453AS","06/30/25 00:00:00","07/22/25 00:00:00",,,1,,
"GM472AS","02/28/51 00:00:00",,,,1,,
"GM472AS","02/29/52 00:00:00",,,,1,,
"GM472AS","02/28/53 00:00:00",,,,1,,
"GM472AS","02/28/54 00:00:00",,,,1,,
"GM472AS","02/28/55 00:00:00",,,,1,,
"GM472AS","02/29/56 00:00:00",,,,1,,
"GM472AS","02/28/57 00:00:00",,,,1,,
"GM472AS","02/28/58 00:00:00",,,,1,,
"GM472AS","02/28/59 00:00:00",,,,1,,
"GM472AS","02/29/60 00:00:00",,,,1,,
"GM472AS","02/28/61 00:00:00",,,,1,,
"GM472AS","02/28/62 00:00:00",,,,1,,
"GM472AS","02/28/63 00:00:00",,,,1,,
"GM472AS","02/29/64 00:00:00",,,,1,,
"GM472AS","02/28/65 00:00:00",,,,1,,
"GM472AS","02/28/66 00:00:00",,,,1,,
"GM472AS","02/28/67 00:00:00",,,,1,,
"GM472AS","02/29/68 00:00:00",,,,1,,
"GM472AS","02/28/69 00:00:00",,,,1,,
"GM472AS","02/28/70 00:00:00",,,,1,,
"GM472AS","02/28/71 00:00:00",,,,1,,
"GM472AS","02/29/72 00:00:00",,,,1,,
"GM472AS","02/28/73 00:00:00",,,,1,,
"GM471AS","02/28/23 00:00:00","03/21/23 00:00:00",,,1,,
"GM471AS","02/29/24 00:00:00","03/18/24 00:00:00",,,1,,
"GM471AS","02/28/25 00:00:00","03/10/25 00:00:00",,,1,,
"GM471AS","02/28/26 00:00:00",,,,1,,
"GM471AS","02/28/27 00:00:00",,,,1,,
"GM471AS","02/29/28 00:00:00",,,,1,,
"GM471AS","02/28/29 00:00:00",,,,1,,
"GM471AS","02/28/30 00:00:00",,,,1,,
"GM471AS","02/28/31 00:00:00",,,,1,,
"GM471AS","02/29/32 00:00:00",,,,1,,
"GM471AS","02/28/33 00:00:00",,,,1,,
"GM471AS","02/28/34 00:00:00",,,,1,,
"GM471AS","02/28/35 00:00:00",,,,1,,
"GM471AS","02/29/36 00:00:00",,,,1,,
"GM471AS","02/28/37 00:00:00",,,,1,,
"GM471AS","02/28/38 00:00:00",,,,1,,
"GM471AS","02/28/39 00:00:00",,,,1,,
"GM471AS","02/29/40 00:00:00",,,,1,,
"GM471AS","02/28/41 00:00:00",,,,1,,
"GM471AS","02/28/42 00:00:00",,,,1,,
"GM471AS","02/28/43 00:00:00",,,,1,,
"GM471AS","02/29/44 00:00:00",,,,1,,
"GM471AS","02/28/45 00:00:00",,,,1,,
"GM471AS","02/28/46 00:00:00",,,,1,,
"GM471AS","02/28/47 00:00:00",,,,1,,
"GM471AS","02/29/48 00:00:00",,,,1,,
"GM471AS","02/28/49 00:00:00",,,,1,,
"GM471AS","02/28/50 00:00:00",,,,1,,
"GM471AS","02/28/51 00:00:00",,,,1,,
"GM471AS","02/29/52 00:00:00",,,,1,,
"GM471AS","02/28/53 00:00:00",,,,1,,
"GM471AS","02/28/54 00:00:00",,,,1,,
"GM471AS","02/28/55 00:00:00",,,,1,,
"GM471AS","02/29/56 00:00:00",,,,1,,
"GM471AS","02/28/57 00:00:00",,,,1,,
"GM471AS","02/28/58 00:00:00",,,,1,,
"GM471AS","02/28/59 00:00:00",,,,1,,
"GM471AS","02/29/60 00:00:00",,,,1,,
"GM471AS","02/28/61 00:00:00",,,,1,,
"GM471AS","02/28/62 00:00:00",,,,1,,
"GM471AS","02/28/63 00:00:00",,,,1,,
"GM471AS","02/29/64 00:00:00",,,,1,,
"GM471AS","02/28/65 00:00:00",,,,1,,
"GM471AS","02/28/66 00:00:00",,,,1,,
"GM471AS","02/28/67 00:00:00",,,,1,,
"GM471AS","02/29/68 00:00:00",,,,1,,
